CVE ID,CWE Type,Current Commit,Previous Commit
CVE-2022-23556,CWE-345: Insufficient Verification of Data Authenticity,https://github.com/codeigniter4/CodeIgniter4,5ca8c99b2db09a2a08a013836628028ddc984659,c946f2c26e9616035f67eac4547064c9d8399a6a
CVE-2022-23638,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://github.com/darylldoyle/svg-sanitizer,17e12ba9c2881caa6b167d0fbea555c11207fbb0,307b42066fb0b76b5119f5e1f0826e18fefabe95
CVE-2022-23626,CWE-20: Improper Input Validation,https://github.com/m1k1o/blog,6f5e59f1401c4a3cf2e518aa85b231ea14e8a2ef,5e1a72f22e7a85ab1f8628abfc94777d1f741df6
CVE-2022-23475,CWE-352: Cross-Site Request Forgery (CSRF),https://github.com/lirantal/daloradius,ec3b4a419e20540cf28ce60e48998b893e3f1dea,eb3dd136262b3a3959dc4f9f6796698fad978f67
CVE-2022-23655,CWE-347: Improper Verification of Cryptographic Signature,https://github.com/octobercms/october,e3b455ad587282f0fbcb7763c6d9c3d000ca1e6a,e6867a5eb69f5c723adb33b6ca97fcda99634446
CVE-2022-23614,CWE-74: Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),https://github.com/twigphp/Twig,22b9dc3c03ee66d7e21d9ed2ca76052b134cb9e9,e056e6385f6ab3a4edc98975242291ca789166c7
CVE-2022-40704,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://github.com/phoronix-test-suite/phoronix-test-suite,d3880d9d3ba795138444da83f1153c3c3ac27640,2160259aa36e931303805b4ac5d52c2b388fb23d
CVE-2022-0323,CWE-1336: Improper Neutralization of Special Elements Used in a Template Engine,https://github.com/bobthecow/mustache.php,579ffa5c96e1d292c060b3dd62811ff01ad8c24e,076209772dda21cbfdbf5ef99d202a0937da4826
CVE-2024-5851,CWE-80: Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),https://github.com/playsms/playsms,7a88920f6b536c6a91512e739bcb4e8adefeed2b,3be30a88f5d5de8d64ed0c33de19e2afa96f0793
CVE-2024-50352,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://github.com/librenms/librenms,b4af778ca42c5839801f16ece53505bb7fa1e7bc,f4bc891c31f8705633630ea6e75a9c92a267cf6f
CVE-2024-50355,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://github.com/librenms/librenms,bb4731419b592867bf974dde525e536606a52976,30e522c29bbb1f9b72951025e7049a26c7e1d76e
CVE-2024-50343,CWE-20: Improper Input Validation,https://github.com/symfony/symfony,7d1032bbead9a4229b32fa6ebca32681c80cb76f,8a0673bab40ca1ef7c46286fa7afe27ddc2b851a
CVE-2024-50340,CWE-74: Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),https://github.com/symfony/symfony,a77b308c3f179ed7c8a8bc295f82b2d6ee3493fa,5ebc4c3c26afa1dec00578c0d86703b04f4a2b2f
CVE-2024-50341,CWE-287: Improper Authentication,https://github.com/symfony/symfony,22a0789a0085c3ee96f4ef715ecad8255cf0e105,b99c85558f0711da000576a6c93a3799749dccb1
CVE-2024-50351,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://github.com/librenms/librenms,6a14a9bd767c6e452e4df77a24126c3eeb93dcbf,82a744bfe29017b8b58b5752ab9e1b335bedf0a0
CVE-2024-50347,CWE-347: Improper Verification of Cryptographic Signature,https://github.com/laravel/reverb,73cc140d76e803b151fc2dd2e4eb3eb784a82ee2,f412b8db9f241793baa08f35bffdfbb7680a09ec
CVE-2024-50342,CWE-200: Exposure of Sensitive Information to an Unauthorized Actor,https://github.com/symfony/symfony,296d4b34a33b1a6ca5475c6040b3203622520f5b,706d8628e52f7d912077ecd03ea3ca4ecbf841ac
CVE-2024-50350,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://github.com/librenms/librenms,82a744bfe29017b8b58b5752ab9e1b335bedf0a0,f1e4e5f27f89422f9423efddf55dbf43ca4412f6
CVE-2024-37906,CWE-89: Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),https://github.com/Admidio/admidio,3ff02b0c64a6911ab3e81cd61077f392c0b25248,a4d8ab2dd795df2be39404408c402d0f97892f6d
CVE-2024-9006,CWE-94: Improper Control of Generation of Code ('Code Injection'),https://github.com/jeanmarc77/123solar,f4a8c748ec436e5a79f91ccb6a6f73752b336aa5,94bf9ab7ad0ccb7fbdc02f172f37f0e2ea08d48f
CVE-2024-9101,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://github.com/leenooks/phpLDAPadmin,f713afc8d164169516c91b0988531f2accb9bce6,1b55c84f06a490d9fe1a564bf1730b3a9d63c835
CVE-2024-9007,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://github.com/jeanmarc77/123solar,94bf9ab7ad0ccb7fbdc02f172f37f0e2ea08d48f,80cb17d6db72b442adc07cae30376cea476c821d
CVE-2024-9102,CWE-1236: Improper Neutralization of Formula Elements in a CSV File,https://github.com/leenooks/phpLDAPadmin,ea17aadef46fd29850160987fe7740ceed1381ad,388783fc8499b94dc0171b0f7ee6bd66abb03359
CVE-2024-51497,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://github.com/librenms/librenms,42b156e42a3811c23758772ce8c63d4d3eaba59b,8f9b5e592d0081711456c360003b0ef3e01b39da
CVE-2024-51496,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://github.com/librenms/librenms,aef739a438ffb507e927a4ec87b359164a7a053a,5b2e94ebd6cacaa764a738b9214eaf94730fafd0
CVE-2024-51755,CWE-668: Exposure of Resource to Wrong Sphere,https://github.com/twigphp/Twig,831c148e786178e5f2fde9db67266be3bf241c21,2bb8c2460a2c519c498df9b643d5277117155a73
CVE-2024-51494,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://github.com/librenms/librenms,82a744bfe29017b8b58b5752ab9e1b335bedf0a0,f1e4e5f27f89422f9423efddf55dbf43ca4412f6
CVE-2024-51996,CWE-289: Authentication Bypass by Alternate Name,https://github.com/symfony/symfony,81354d392c5f0b7a52bcbd729d6f82501e94135a,2c7c4bac11fbf2c75837a02a4e6f1e9c39bc7702
CVE-2024-51482,CWE-89: Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),https://github.com/ZoneMinder/zoneminder,9e7d31841ed9678a7dd06869037686fc9925e59f,335900a727aaf85fcbe5ec92ddc0a36cf1fa73c0
CVE-2024-51754,CWE-668: Exposure of Resource to Wrong Sphere,https://github.com/twigphp/Twig,2bb8c2460a2c519c498df9b643d5277117155a73,126b2c97818dbff0cdf3fbfc881aedb3d40aae72
CVE-2024-51478,CWE-327: Use of a Broken or Risky Cryptographic Algorithm,https://github.com/YesWiki/yeswiki,b5a8f93b87720d5d5f033a4b3a131ce0fb621dbc,7bfc6711c0943b573b7de828c0c260267502acd0
CVE-2024-51495,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://github.com/librenms/librenms,4568188ce9097a2e3a3b563311077f2bb82455c0,c03d9dd2323f13ef826f7a228693478d36367134
CVE-2024-28235,CWE-200: Exposure of Sensitive Information to an Unauthorized Actor,https://github.com/contao/contao,73a2770e2d3535ec9f1b03d54be00e56ebb8ff16,b794e14fff070101bf6a885da9b1a83395093b4d
CVE-2024-28107,CWE-89: Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),https://github.com/thorsten/phpMyFAQ,d0fae62a72615d809e6710861c1a7f67ac893007,4fed1d9602f0635260f789fe85995789d94d6634
CVE-2024-28106,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://github.com/thorsten/phpMyFAQ,c94b3deadd87789389e1fad162bc3dd595c0e15a,3ad85b6216ada27f7eadbd91cdfdff153ee7199f
CVE-2024-28119,CWE-94: Improper Control of Generation of Code ('Code Injection'),https://github.com/getgrav/grav,de1ccfa12dbcbf526104d68c1a6bc202a98698fe,5928411b86bab05afca2b33db4e7386a44858e99
CVE-2024-28105,CWE-434: Unrestricted Upload of File with Dangerous Type,https://github.com/thorsten/phpMyFAQ,9136883776af67dfdb0e8cf14f5e0ca22bf4f2e7,c94b3deadd87789389e1fad162bc3dd595c0e15a
CVE-2024-28108,CWE-80: Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),https://github.com/thorsten/phpMyFAQ,4fed1d9602f0635260f789fe85995789d94d6634,de90315c9bd4ead5fe6ba5586f6b016843aa8209
CVE-2024-28861,CWE-502: Deserialization of Untrusted Data,https://github.com/FriendsOfSymfony1/symfony1,0bd9d59c69221f49bfc8be8b871b79e12d7d171a,50a898b1fe3b51bb3c11a986b8d335db14bd9559
CVE-2024-28186,CWE-532: Insertion of Sensitive Information into Log File,https://github.com/freescout-helpdesk/freescout,33639a89554998dcac645613130a27ac7872605e,49af472617b4f03cec02b31e59fe00456841f044
CVE-2024-28864,CWE-1333: Inefficient Regular Expression Complexity,https://github.com/IlicMiljan/Secure-Props,ab7b561040cd37fda3dbf9a6cab01fefcaa16627,b80975b6d40d0b55a0db2360eced7df29105650b
CVE-2024-29904,CWE-835: Loop with Unreachable Exit Condition ('Infinite Loop'),https://github.com/codeigniter4/CodeIgniter4,fa851acbae7ae4c5a97f8f38ae87aa0822a334c0,404e50b2cc412446a58f848f7a299e0fecdb791e
CVE-2024-29895,CWE-77: Improper Neutralization of Special Elements used in a Command ('Command Injection'),https://github.com/Cacti/cacti,53e8014d1f082034e0646edc6286cde3800c683d,83740347e3716ede983da08b4c611464ced8c353
CVE-2024-29196,CWE-22: Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),https://github.com/thorsten/phpMyFAQ,7ae2559f079cd5fc9948b6fdfb87581f93840f62,75fbeb063af08249959a98950fa4e0e996c7fa3e
CVE-2024-12895,CWE-89: Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),https://github.com/TreasureHuntGame/TreasureHunt,8bcc649abc35b7734951be084bb522a532faac4e,963e0e0e422e3fc8b10aeed7cb1bf00d2733a9d9
CVE-2024-12894,CWE-89: Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),https://github.com/TreasureHuntGame/TreasureHunt,8bcc649abc35b7734951be084bb522a532faac4e,963e0e0e422e3fc8b10aeed7cb1bf00d2733a9d9
CVE-2024-34080,CWE-200: Exposure of Sensitive Information to an Unauthorized Actor,https://github.com/mantisbt/mantisbt,0a50562369d823689c9b946066d1e49d3c2df226,ab4b09a3273f4783d3c705d040b2b395cedf6581
CVE-2024-34358,CWE-200: Exposure of Sensitive Information to an Unauthorized Actor,https://github.com/TYPO3/typo3,05c95fed869a1a6dcca06c7077b83b6ea866ff14,376474904f6b9a54dc1b785a2e45277cbd13b0d7
CVE-2024-34067,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://github.com/pterodactyl/panel,0dad4c5a488661f9adc27dd311542516d9bfa0f2,b1fa3927c17b7c34c3b12aa6e8825a3de1a81d04
CVE-2024-34081,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://github.com/mantisbt/mantisbt,447a521aae0f82f791b8116a14a20e276df739be,809a4e1d8ac67aaf74eb5caf3a65317dff122715
CVE-2024-34077,CWE-620: Unverified Password Change,https://github.com/mantisbt/mantisbt,92d11a01b195a1b6717a2f205218089158ea6d00,0a50562369d823689c9b946066d1e49d3c2df226
CVE-2024-53255,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://github.com/BoidCMS/BoidCMS,42f4d703a87f5199bbd701b3495a26c91b9cfab7,3faf83542874cf967bfbf4090d202956d2a8c1bb
CVE-2024-53277,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://github.com/silverstripe/silverstripe-framework,74904f539347b7d1f8c5b5fb9e28d62ff251ee00,09b5052c86932f273e0d733428c9aade70ff2a4a
CVE-2024-53860,CWE-74: Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),https://github.com/Spencer14420/SPEmailHandler-PHP,6f00dd0d44ff27889aed2980a5ba06e60d83549d,85197061fe53ee5897ecb729474a1be19f752da9
CVE-2024-45048,CWE-611: Improper Restriction of XML External Entity Reference,https://github.com/PHPOffice/PhpSpreadsheet,bea2d4b30f24bcc8a7712e208d1359e603b45dda,b43947f4c90f38518242f87eec7685372fb73db1
CVE-2024-45059,CWE-89: Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),https://github.com/portabilis/i-educar,7824b95745fa2da6476b9901041d9c854bf52ffe,701a1b0b6cdd24414be8e71ecd3e7a67596672ab
CVE-2024-45046,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://github.com/PHPOffice/PhpSpreadsheet,f7cf378faed2e11cf4825bf8bafea4922ae44667,e63e8a9bbf7ece5f106c288c7ba495837fb07f22
CVE-2024-45057,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://github.com/portabilis/i-educar,f2d768534aabc09b2a1fc8a5cc5f9c93925cb273,7cd2edf52cbc695f4e4c55f1844d372a2aa146c5
CVE-2024-45058,CWE-269: Improper Privilege Management,https://github.com/portabilis/i-educar,c25910cdf11ab50e50162a49dd44bef544422b6e,f2d768534aabc09b2a1fc8a5cc5f9c93925cb273
CVE-2024-45411,CWE-693: Protection Mechanism Failure,https://github.com/twigphp/Twig,11f68e2aeb526bfaf638e30d4420d8a710f3f7c6,540b54e0d5c7b1d911b7403f6215770bb2ffc192
CVE-2024-45792,CWE-200: Exposure of Sensitive Information to an Unauthorized Actor,https://github.com/mantisbt/mantisbt,ef0f820284032350cc20a39ff9cb2010d5463b41,3b1caab1617b3b14158dc4a91ed932d21be276df
CVE-2024-45803,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://github.com/wireui/wireui,784c4f110e58eb41d0f2bdecd4655ea417f16e7e,2df3270440a59c1920fb166f51a9da6cbb1ee872
CVE-2024-38529,CWE-434: Unrestricted Upload of File with Dangerous Type,https://github.com/Admidio/admidio,3b1cc1cda05747edebe15f2825b79bc5a673d94c,045a23a1c52dd25ae05a1d16147d2b121f97080a
CVE-2024-38530,CWE-434: Unrestricted Upload of File with Dangerous Type,https://github.com/gunet/openeclass,4449cf8bed40fd8fc4b267a5726fab9f9fe5a191,6b1a32771a8c16e77038f1516e03306bfa00495a
CVE-2024-7658,CWE-99: Improper Control of Resource Identifiers ('Resource Injection'),https://github.com/projectsend/projectsend,eb5a04774927e5855b9d0e5870a2aae5a3dc5a08,be88e496eeca2e1c22f7310ad73bd5bc9ad0f319
CVE-2024-7067,CWE-502: Deserialization of Untrusted Data,https://github.com/kirilkirkov/Ecommerce-Laravel-Bootstrap,a02111a674ab49f65018b31da3011b1e396f59b1,1f1097a3448ce8ec53e034ea0f70b8e2a0e64a87
CVE-2024-7659,CWE-330: Use of Insufficiently Random Values,https://github.com/projectsend/projectsend,aa27eb97edc2ff2b203f97e6675d7b5ba0a22a17,eb5a04774927e5855b9d0e5870a2aae5a3dc5a08
CVE-2024-39912,CWE-204: Observable Response Discrepancy,https://github.com/web-auth/webauthn-framework,64de11f6cddc71e56c76e0cc4573bf94d02be045,da8341e9b662c13dfb6969792a214ee2c602c8d8
CVE-2024-39914,CWE-77: Improper Neutralization of Special Elements used in a Command ('Command Injection'),https://github.com/FOGProject/fogproject,2413bc034753c32799785e9bf08164ccd0a2759f,f97b01d4359458cc65035134792003b15966d27e
CVE-2024-39304,CWE-89: Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),https://github.com/ChurchCRM/CRM,e3bd7bfbf33f01148df0ef1acdb0cf2c2b878b08,a16602b05c4c458ea459dc488b96b5251e9dd28d
CVE-2024-30268,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://github.com/Cacti/cacti,a38b9046e9772612fda847b46308f9391a49891e,018f8c83ee92ace775479ca05dea95aa5dc8148d
CVE-2024-21665,CWE-284: Improper Access Control,https://github.com/pimcore/ecommerce-framework-bundle,05dec000ed009828084d05cf686f468afd1f464e,ed41ae539ad8d3b0becf00460badb3aba6f0fe3b
CVE-2024-21666,CWE-284: Improper Access Control,https://github.com/pimcore/customer-data-framework,c33c0048390ef0cf98b801d46a81d0762243baa6,449a620108498ff51ca8b8e112c22945e24810c6
CVE-2024-21667,CWE-284: Improper Access Control,https://github.com/pimcore/customer-data-framework,6c34515be2ba39dceee7da07a1abf246309ccd77,d1f3efbacb4a41e06d6058712d54b7f5b2d24c20
CVE-2024-31443,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://github.com/Cacti/cacti,f946fa537d19678f938ddbd784a10e3290d275cf,0d85e774a1679d40f9d2d8509ece0e8f0e692623
CVE-2024-31445,CWE-89: Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),https://github.com/Cacti/cacti,fd93c6e47651958b77c3bbe6a01fff695f81e886,f946fa537d19678f938ddbd784a10e3290d275cf
CVE-2024-52806,CWE-611: Improper Restriction of XML External Entity Reference,https://github.com/simplesamlphp/saml2,5fd4ce4596656fb0c1278f15b8305825412e89f7,f32fdf3b86b156adfb982a09c902790dc6562b34
CVE-2024-52305,CWE-692: Incomplete Denylist to Cross-Site Scripting,https://github.com/unopim/unopim,9a0da7a0892c60f58df2351b5a9498dcb4cb8b7a,ed8b8102ce7000e56f36ccab7a683b5b9071c5cf
CVE-2024-52525,CWE-312: Cleartext Storage of Sensitive Information,https://github.com/nextcloud/server,d25a0a2896a2a981939cacb8ee0d555feef22b3b,8b5e1bac90288692cde05da3694cdb749272d533
CVE-2024-52306,CWE-502: Deserialization of Untrusted Data,https://github.com/Laravel-Backpack/FileManager,2830498b85e05fb3c92179053b4d7c4a0fdb880b,8940b51dde7b204420513aed458fd7f3cffdda84
CVE-2024-52596,CWE-611: Improper Restriction of XML External Entity Reference,https://github.com/simplesamlphp/xml-common,fa4ade391c3194466acf5fbfd5d2ecdbf5e831f5,344fb19206a07f245525dde78e9ac736b2ec22d2
CVE-2024-52526,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://github.com/librenms/librenms,30e522c29bbb1f9b72951025e7049a26c7e1d76e,af15eabbb1752985d36f337cecf137a947e170f6
CVE-2024-52600,CWE-22: Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),https://github.com/statamic/cms,0c07c10009a2439c8ee56c8faefd1319dc6e388d,a673d7164393c64004d172bdaab9a1280d4170e5
CVE-2024-49764,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://github.com/librenms/librenms,af15eabbb1752985d36f337cecf137a947e170f6,62bde75971143d3e2975258f0ab160450faec9b7
CVE-2024-49754,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://github.com/librenms/librenms,25988a937cbaebd2ba4c0517510206c404dfb359,237f4d2e818170171dfad6efad36a275cd2ba8d0
CVE-2024-49759,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://github.com/librenms/librenms,237f4d2e818170171dfad6efad36a275cd2ba8d0,84e276493b8db4bfb0bc5dcbfdb7f745f8a2b531
CVE-2024-22208,CWE-863: Incorrect Authorization,https://github.com/thorsten/phpMyFAQ,a34d94ab7b1be9256a9ef898f18ea6bfb63f6f1e,1348dcecdaec5a5714ad567c16429432417b534d
CVE-2024-22202,CWE-284: Improper Access Control,https://github.com/thorsten/phpMyFAQ,1348dcecdaec5a5714ad567c16429432417b534d,d9f4974b1215edd26d931849589903e6e3b852a5
CVE-2024-55603,CWE-613: Insufficient Session Expiration,https://github.com/kanboard/kanboard,7ce61c34d962ca8b5dce776289ddf4b207be6e78,551effd67bc94f8461c0f7a29339707d96afc1f4
CVE-2024-55889,CWE-451: User Interface (UI) Misrepresentation of Critical Information,https://github.com/thorsten/phpMyFAQ,fa0f7368dc3288eedb1915def64ef8fb270f711d,0bc6b8110a8388512d7ec7b12e59c1192ce479ad
CVE-2024-55661,CWE-94: Improper Control of Generation of Code ('Code Injection'),https://github.com/laravel/pulse,d1a5bf2eca36c6e3bedb4ceecd45df7d002a1ebc,f8dc1460ae4f361a35cb78efd336a582f01ea2ce
CVE-2024-35226,CWE-94: Improper Control of Generation of Code ('Code Injection'),https://github.com/smarty-php/smarty,0be92bc8a6fb83e6e0d883946f7e7c09ba4e857a,61db287b8fd58b2f0a714f1007bd71059b9e52a9
CVE-2024-35242,CWE-77: Improper Neutralization of Special Elements used in a Command ('Command Injection'),https://github.com/composer/composer,6bd43dff859c597c09bd03a7e7d6443822d0a396,fa3b9582c38fa2b7ed14989101a5d1e1788d787c
CVE-2024-35241,CWE-77: Improper Neutralization of Special Elements used in a Command ('Command Injection'),https://github.com/composer/composer,b93fc6ca437da35ae73d667d0618749c763b67d4,fc57b93603d7d90b71ca8ec77b1c8a9171fdb467
CVE-2024-54141,CWE-209: Generation of Error Message Containing Sensitive Information,https://github.com/thorsten/phpMyFAQ,b9289a0b2233df864361c131cd177b6715fbb0fe,bd89d20a49283afabede0617428d91349ed7b9d5
CVE-2024-54145,CWE-89: Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),https://github.com/Cacti/cacti,c7e4ee798d263a3209ae6e7ba182c7b65284d8f0,096a4035c0cf3df505e20237256cc43ede740272
CVE-2024-54135,CWE-502: Deserialization of Untrusted Data,https://github.com/MacWarrior/clipbucket-v5,76a829c088f0813ab3244a3bd0036111017409b0,b2c461e6f5e1e2f08570b2eed5b009f465dcf989
CVE-2024-54136,CWE-502: Deserialization of Untrusted Data,https://github.com/MacWarrior/clipbucket-v5,76a829c088f0813ab3244a3bd0036111017409b0,b2c461e6f5e1e2f08570b2eed5b009f465dcf989
CVE-2024-54149,CWE-184: Incomplete List of Disallowed Inputs,https://github.com/wintercms/winter,fb88e6fabde3b3278ce1844e581c87dcf7daee22,5f53526035ee07317100ced658c469ed3656a0b2
CVE-2024-54146,CWE-89: Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),https://github.com/Cacti/cacti,c7e4ee798d263a3209ae6e7ba182c7b65284d8f0,096a4035c0cf3df505e20237256cc43ede740272
CVE-2024-27299,CWE-89: Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),https://github.com/thorsten/phpMyFAQ,1b68a5f89fb65996c56285fa636b818de8608011,1f9d46e65b12a4b8008ce31957be4f38f42a34ee
CVE-2024-27300,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://github.com/thorsten/phpMyFAQ,09336b0ff0e0a04aa0c97c5975651af4769d2459,7dc4b9864cf12a3be7cb07c983ee5c7e7f562180
CVE-2024-27915,CWE-863: Incorrect Authorization,https://github.com/sulu/sulu,ec9c3f99e15336dc4f6877f512300f231c17c6da,9bbc9c88ccaa2aad131c0a5e9bc10536b82b3a48
CVE-2024-27917,CWE-524: Use of Cache Containing Sensitive Information,https://github.com/shopware/shopware,7d9cb03225efca5f97e69b800d8747598dd15ce3,90817d5f77c07183b8ab02078b3dd35881ac338b
CVE-2024-11680,CWE-287: Improper Authentication,https://github.com/projectsend/projectsend,193367d937b1a59ed5b68dd4e60bd53317473744,675d6d3f2124a4a25ef907b44ceb240003315e46
CVE-2024-24573,CWE-863: Incorrect Authorization,https://github.com/WillyXJ/facileManager,0aa850d4b518f10143a4c675142b15caa5872877,5613baa626b3bf0ce81601c3745031922f9b6ce3
CVE-2024-24572,CWE-89: Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),https://github.com/WillyXJ/facileManager,0aa850d4b518f10143a4c675142b15caa5872877,5613baa626b3bf0ce81601c3745031922f9b6ce3
CVE-2024-24574,CWE-80: Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),https://github.com/thorsten/phpMyFAQ,5479b4a4603cce71aa7eb4437f1c201153a1f1f5,9ba57de6b45885b3d12439dde721698fead120a6
CVE-2024-24754,CWE-436: Interpretation Conflict,https://github.com/brefphp/bref,c77d9f5abf021f29fa96b5720b7b84adbd199092,d789c227e475b3c971c5e769b67d435ab9a8ecbf
CVE-2024-24753,CWE-436: Interpretation Conflict,https://github.com/brefphp/bref,f834027aaf88b3885f4aa8edf6944ae920daf2dc,d789c227e475b3c971c5e769b67d435ab9a8ecbf
CVE-2024-24752,CWE-400: Uncontrolled Resource Consumption,https://github.com/brefphp/bref,350788de12880b6fd64c4c318ba995388bec840e,2ace51c3a18597f2f27fdef855a51ca0b338247a
CVE-2024-56329,CWE-287: Improper Authentication,https://github.com/joelbutcher/socialstream,ae4dc3906f54fa792b296036d7b3dcea9a4d259b,c5828bf5ef2dbb99167d817145eb20e812767b37
CVE-2024-56361,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://github.com/tltneon/lgsl,3fbd3bb581b636f7fd3ea0592c5f8df87d3a2843,0ff55552885a713a31430846b024e2f373cf7e60
CVE-2024-56145,CWE-94: Improper Control of Generation of Code ('Code Injection'),https://github.com/craftcms/cms,82e893fb794d30563da296bca31379c0df0079b3,2c917722aea4dab9c758f938467eb710c117bf3a
CVE-2024-56409,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://github.com/PHPOffice/PhpSpreadsheet,700a80346be269af668914172bc6f4521982d0b4,687d87c4d5aea1ef3b6ec2998e4fdb3a6d0d596c
CVE-2024-56408,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://github.com/PHPOffice/PhpSpreadsheet,700a80346be269af668914172bc6f4521982d0b4,687d87c4d5aea1ef3b6ec2998e4fdb3a6d0d596c
CVE-2024-56410,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://github.com/PHPOffice/PhpSpreadsheet,45052f88e04c735d56457a8ffcdc40b2635a028e,700a80346be269af668914172bc6f4521982d0b4
CVE-2024-56365,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://github.com/PHPOffice/PhpSpreadsheet,700a80346be269af668914172bc6f4521982d0b4,687d87c4d5aea1ef3b6ec2998e4fdb3a6d0d596c
CVE-2024-56412,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://github.com/PHPOffice/PhpSpreadsheet,45052f88e04c735d56457a8ffcdc40b2635a028e,700a80346be269af668914172bc6f4521982d0b4
CVE-2024-56366,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://github.com/PHPOffice/PhpSpreadsheet,700a80346be269af668914172bc6f4521982d0b4,687d87c4d5aea1ef3b6ec2998e4fdb3a6d0d596c
CVE-2024-56517,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://github.com/tltneon/lgsl,7ecb839df9358d21f64cdbff5b2536af25a77de1,a2755d39e3b2370fe31e0e2aef32ddc3daae6518
CVE-2024-56411,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://github.com/PHPOffice/PhpSpreadsheet,45052f88e04c735d56457a8ffcdc40b2635a028e,700a80346be269af668914172bc6f4521982d0b4
CVE-2024-25117,CWE-73: External Control of File Name or Path,https://github.com/dompdf/php-svg-lib,732faa9fb4309221e2bd9b2fda5de44f947133aa,8ffcc41bbde39f09f94b9760768086f12bbdce42
CVE-2024-25976,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://github.com/HAWK-Digital-Environments/HAWKI,146967f3148e92d1640ffebc21d8914e2d7fb3f1,f352dc38bdf931d75abc02ec4b08193e92fb712f
